Item Number,Brand,Processor,Type,Release Year,Model,Price,Ram Size Clean,GPU Clean,Maximum Resolution Clean,Screen Size Clean,Processor Speed Clean,Refurbished,Condition Clean,OS Clean,SSD Capacity Clean,Hard Drive Capacity Clean,Storage Type Clean
85264981270,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,389.82,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 11 Pro,240 GB,Unknown,Unknown
85264981279,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,391.91,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 11 Pro,480 GB,Unknown,Unknown
85264981281,Fujitsu,Intel Core i3 4th generation,Laptop,nan,E734,383.61,Unknown,Unknown,1920 x 1080,13.3,3.0,False,Unknown,Windows 10 Pro,120 GB,Unknown,SSD
85264981282,Dell,Intel Core i5 6th generation,Laptop,nan,E7270,568.33,Unknown,Unknown,1920 x 1080,12.5,Unknown,False,Unknown,Windows 10 Pro,960 GB,Unknown,SSD
85264981283,Fujitsu,Intel Core i5 4th generation,Laptop,nan,A574,573.02,Unknown,Unknown,1920 x 1080,15.6,3.0,False,Unknown,Windows 11 Pro,960 GB,Unknown,SSD
85264981290,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,391.91,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 11 Pro,480 GB,Unknown,Unknown
85264981292,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,451.42,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 10 Pro,960 GB,Unknown,Unknown
85264981301,Dell,Intel Core i5 6th generation,Laptop,nan,E7270,1463.37,Unknown,Unknown,1920 x 1080,12.5,2.8,False,Unknown,Windows 11 Pro,4 TB,Unknown,Unknown
85264981303,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,416.2,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 11 Pro,480 GB,Unknown,Unknown
85264981306,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,293.26,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 11 Pro,120 GB,Unknown,Unknown
85264981318,Lenovo,Intel Core i3 7th generation,Laptop,nan,13,464.52,Unknown,Unknown,1920 x 1080,13.0,Unknown,False,Unknown,Windows 11 Pro,120 GB,Unknown,SSD
85264981319,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,334.19,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 10 Pro,240 GB,Unknown,Unknown
85264981337,Fujitsu,Intel Core i3 4th generation,Unknown,nan,E544,377.65,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 11 Pro,240 GB,Unknown,Unknown
85264981340,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,307.22,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 11 Pro,120 GB,Unknown,Unknown
85264981350,Lenovo,Intel Core i5 6th generation,Laptop,nan,T470s,449.73,Unknown,Unknown,1920 x 1080,14.0,2.8,False,Unknown,Windows 10 Pro,960 GB,Unknown,Unknown
85264981357,Dell,Intel Core i5 3rd generation,Laptop,nan,E5430,271.99,Unknown,Unknown,1920 x 1080,14.0,3.0,False,Unknown,Windows 10 Pro,120 GB,Unknown,SSD
85264981362,Dell,Intel Core i5 3rd generation,Laptop,nan,E5430,468.95,Unknown,Unknown,1920 x 1080,14.0,3.1,False,Good,Windows 10 Pro,960 GB,Unknown,Unknown
85264981366,Dell,Intel Core i5 6th generation,Laptop,nan,E7270,652.23,Unknown,Unknown,1920 x 1080,12.5,2.8,False,Unknown,Windows 10 Pro,960 GB,Unknown,Unknown
85264981367,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,422.55,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 11 Pro,480 GB,Unknown,Unknown
85264981370,Dell,Intel Core i5 6th Gen.,Unknown,nan,Dell Latitude 7480,235,Unknown,Unknown,1342 x 755,14.0,2.4,False,Good,Unknown,256 GB,256 GB,SSD
85264981373,Dell,8265U,Laptop,2019,Latitude 5400,214.69,8.0,Intel UHD Graphics 620,1366 x 768,14.0,Unknown,False,Good,Windows 10 Pro,256 GB,Unknown,Unknown
85264981389,Fujitsu,Intel Core i3 4th generation,Laptop,nan,E734,394.1,Unknown,Unknown,1920 x 1080,13.3,3.0,False,Unknown,Windows 10 Pro,240 GB,Unknown,SSD
85264981394,Lenovo,Intel Core i5 7th generation,Laptop,nan,T470s,319.57,Unknown,Unknown,1920 x 1080,14.0,3.1,False,Unknown,Windows 10 Pro,240 GB,Unknown,Unknown
85264981401,Dell,Intel Core i5 3rd generation,Laptop,nan,E6430,381.61,Unknown,Unknown,1920 x 1080,14.0,3.0,False,Unknown,Windows 11 Pro,480 GB,Unknown,Unknown
85264981402,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,314.38,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 10 Pro,240 GB,Unknown,Unknown
85264981403,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,408.33,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 11 Pro,480 GB,Unknown,Unknown
85264981418,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,462.67,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 10 Pro,960 GB,Unknown,Unknown
85264981422,Lenovo,Intel Core I5 â€‹â€‹12th Generation,Laptop,nan,V15 G3,1700.76,Unknown,Intel UHD Graphics,1920 x 1080,15.6,4.0,False,Unknown,Windows 10 Pro,4 TB,Unknown,SSD
85264981423,Dell,Intel Core i5 5th generation,Laptop,nan,E7450,477.83,Unknown,Unknown,1920 x 1080,14.0,2.7,False,Unknown,Windows 10 Pro,960 GB,Unknown,Unknown
85264981432,Lenovo,Intel Core i3 10th generation,Laptop,nan,82C5,607.18,Unknown,Intel UHD Graphics,1920 x 1080,15.6,Unknown,False,Unknown,Windows 10 Pro,256 GB,Unknown,SSD
85264981436,Fujitsu,Intel Core i5 6th generation,Laptop,nan,E736,416.13,Unknown,Unknown,1920 x 1080,13.3,Unknown,False,Unknown,Windows 10 Pro,480 GB,Unknown,SSD
85264981446,Dell,Intel Core i5 3rd generation,Laptop,nan,E5430,485.68,Unknown,Unknown,1920 x 1080,14.0,3.1,False,Unknown,Windows 10 Pro,2 TB,Unknown,Unknown
85264981447,Fujitsu,Intel Core i5 4th generation,Laptop,nan,A574,461.92,Unknown,Unknown,1920 x 1080,15.6,3.0,False,Unknown,Windows 10 Pro,480 GB,Unknown,SSD
85264981448,Fujitsu,Intel Core i3 4th generation,Unknown,nan,E544,377.65,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 10 Pro,120 GB,Unknown,Unknown
85264981401,Dell,Intel Core i5 3rd generation,Laptop,nan,E6430,381.61,Unknown,Unknown,1920 x 1080,14.0,3.0,False,Unknown,Windows 11 Pro,480 GB,Unknown,Unknown
85264981402,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,314.38,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 10 Pro,240 GB,Unknown,Unknown
85264981403,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,408.33,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 11 Pro,480 GB,Unknown,Unknown
85264981482,Fujitsu,Intel Core i3 4th generation,Laptop,nan,E734,431.55,Unknown,Unknown,1920 x 1080,13.3,3.0,False,Unknown,Windows 10 Pro,120 GB,Unknown,SSD
85264981484,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,458.69,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 11 Pro,960 GB,Unknown,Unknown
85264981490,Fujitsu,Intel Core i3 6th generation,Unknown,nan,E736,377.65,Unknown,Unknown,1920 x 1080,13.3,Unknown,False,Unknown,Windows 11 Pro,256 GB,Unknown,Unknown
85264981495,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,362.43,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 11 Pro,240 GB,Unknown,Unknown
85264981498,Dell,i5-6300 2.4 GHz,Laptop,nan,Dell Latitude 5480,179.99,8.0,Unknown,1342 x 755,14.0,2.4,False,Unknown,Windows 10 Home,256 GB,Unknown,SSD
85264981508,Lenovo,Intel Celeron,Laptop,nan,L560,567.27,Unknown,Unknown,1920 x 1080,15.6,Unknown,False,Unknown,Windows 10 Pro,240 GB,Unknown,SSD
85264981510,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,416.2,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 11 Pro,480 GB,Unknown,Unknown
85264981511,Dell,Intel Core i5 2nd generation,Laptop,nan,E6520,482.9,Unknown,Unknown,1920 x 1080,15.6,Unknown,False,Unknown,Windows 10 Pro,120 GB,Unknown,Unknown
85264981512,Fujitsu,Intel Core i3 4th generation,Laptop,nan,E734,431.86,Unknown,Unknown,1920 x 1080,13.3,3.0,False,Unknown,Windows 10 Pro,120 GB,Unknown,SSD
85264981516,Lenovo,Intel Core i3 7th generation,Laptop,nan,13,456.87,Unknown,Unknown,1920 x 1080,13.3,3.0,False,Good,Windows 11 Pro,120 GB,Unknown,SSD
85264981524,Fujitsu,Intel Core i5 4th generation,Laptop,nan,E744,454.81,Unknown,Unknown,1920 x 1080,14.0,3.0,False,Unknown,Windows 11 Pro,480 GB,Unknown,SSD
85264981532,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,451.42,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 10 Pro,960 GB,Unknown,Unknown
85264981539,Fujitsu,Intel Core i3 6th generation,Laptop,nan,E736,318.43,Unknown,Unknown,1920 x 1080,13.3,3.0,False,Unknown,Windows 11 Pro,256 GB,Unknown,SSD
85264981543,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,416.2,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 11 Pro,480 GB,Unknown,Unknown
85264981549,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,293.26,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 11 Pro,120 GB,Unknown,Unknown
85264981558,Lenovo,Intel Core i3 7th generation,Laptop,nan,13,464.52,Unknown,Unknown,1920 x 1080,13.0,Unknown,False,Unknown,Windows 11 Pro,120 GB,Unknown,SSD
85264981559,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,334.19,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 10 Pro,240 GB,Unknown,Unknown
85264981578,Acer,AMD Ryzen 5 7000 Series,Laptop,nan,A315-24PT-R90Z,389.99,8.0,AMD Radeon,1496 x 841,15.6,2.8,False,New,Windows 11 Home,512 GB,Unknown,SSD
85264981579,Acer,Intel Celeron N,Laptop,nan,Acer C731,53.99,4.0,Unknown,1112 x 626,11.6,1.6,False,Good,Linux,16 GB,16 GB,SSD
85264981580,Dell,Intel Core i7 8th Gen.,Laptop,nan,Dell Latitude 7490,369.99,32.0,Unknown,1920 x 1080,14.0,1.9,False,Excellent,Windows 11 Pro,1 TB,1 TB,SSD
85264981581,Lenovo,Intel Core i5-8250U,Laptop,2018,Lenovo T480,150,16.0,Unknown,1920 x 1080,14.0,1.6,False,Good,Windows 11 Pro,256 GB,Unknown,SSD
85264981583,Dell,Intel Core i5 9th Gen.,Unknown,nan,Dell XPS 15 7590,269.99,16.0,Unknown,1496 x 841,15.6,2.4,False,Good,Unknown,256 GB,Unknown,Unknown
85264981585,Lenovo,Intel Core i3 11th Gen.,Laptop,2021,Lenovo IdeaPad Flex 5 14ITL05,269.99,4.0,Intel UHD Graphics,1920 x 1080,14.0,Unknown,Unknown,Unknown,Windows 11 Home,128 GB,Unknown,SSD
85264981586,Dell,Intel Core 2 Duo,Laptop,nan,Core 2 Duo,135.99,4.0,Unknown,1342 x 755,14.0,Unknown,False,Good,Windows 7 Home,80-100 GB,80-100 GB,Unknown
85264981587,Lenovo,Intel Core i5 8th Gen.,Laptop,nan,Lenovo ThinkPad L480,99.95,8.0,Unknown,1342 x 755,14.0,1.7,False,Good,Unknown,Unknown,Unknown,Unknown
85264981588,Microsoft,Intel Core i5 11th Gen.,Tablet,2019,Microsoft Surface Pro,529.99,16.0,Unknown,1179 x 663,12.3,2.4,False,Good,Windows 10 Pro,256 GB,Unknown,SSD
85264981589,LG,Intel Core i7 13th Gen,Laptop,nan,LG gram,654.97,Unknown,Unknown,1630 x 917,17.0,2.2,False,Excellent,Windows 11 Home,512 GB,512 GB,SSD
85264981590,Lenovo,Intel Core i5 8th Gen.,Unknown,nan,Lenovo ThinkPad X390,198,16.0,Intel UHD Graphics 620,1920 x 1080,14.0,Unknown,False,Good,Unknown,256 GB,256 GB,SSD
85264981591,Dell,Intel Core i5 6th Gen.,Laptop,nan,Dell 5470,105.01,8.0,Unknown,1920 x 1080,14.0,2.6,False,Good,Windows 10 Pro,256 GB,256 GB,SSD
85264981592,HP,i5,Laptop,nan,HP Revolve 810 G2,88,4.0,Unknown,1150 x 647,12.0,Unknown,False,Unknown,Windows 10 Pro,128 GB,128 GB,SSD
85264981593,Lenovo,Intel Core i5-8265U,Unknown,nan,Lenovo E590,120,Unknown,Unknown,1496 x 841,15.6,1.6,False,Good,Unknown,256 GB,256 GB,SSD
85264981594,Lenovo,Intel Core i5-5300U,Laptop,nan,Lenovo ThinkPad T450,59.99,Unknown,Unknown,1342 x 755,14.0,2.3,False,Not Working,Unknown,Unknown,Unknown,HDD
85264981596,Microsoft,Intel Core i7 11th Gen.,Laptop,2021,Microsoft Surface Laptop 4,699,16.0,Intel Iris Xe,2256 x 1504,15.0,Unknown,False,New,Windows 11 Pro,256 GB,Unknown,SSD
85264981597,HP,Intel Pentium,Laptop,2022,17b,444.18,12.0,Intel UHD Graphics,1600 x 900,17.3,Unknown,False,New,Windows 11 Home,256 GB,256 GB,SSD
85264981598,Dell,Intel Core i7 6th Gen.,Laptop,nan,Dell Precision 7510,235,16.0,NVIDIA Quadro M1000M,1920 x 1080,15.6,2.7,False,Good,Windows 10 Pro,512 GB,Unknown,SSD
85264981599,Lenovo,Intel Core i3 3rd Gen.,Unknown,nan,Lenovo Thinkpad Edge,29.99,4.0,Unknown,1366 x 768,15.0,2.5,False,Good,Windows 10 Pro,300 GB,300 GB,HDD
85264981600,Panasonic,Intel Core i5 7th Gen.,Rugged Laptop,nan,Panasonic CF-33,685,16.0,Unknown,1150 x 647,12.0,2.6,False,Very Good,Unknown,1 TB,Unknown,SSD
85264981602,Getac,Intel Atom Quad-Core,Unknown,nan,x7-Z8700,299.99,8.0,Unknown,1280 x 800,8.1,Unknown,False,Unknown,Windows 10 Home,128 GB,128 GB,SSD
85264981603,Lenovo,Intel Xeon,Laptop,nan,Lenovo Thinkpad P50,449.96,16.0,NVIDIA Quadro M2000M,3840 x 2160,15.6,2.8,False,Very Good,Windows 10 Home,512 GB,Unknown,SSD
85264981604,Microsoft,Intel Core i5 10th Gen.,Laptop,2019,Microsoft Surface Laptop 3,259.84,8.0,Unknown,2256 x 1504,13.5,1.5,False,Good,Windows 10 Pro,256 GB,256 GB,SSD
85264981605,HP,Intel Core i7 8th Gen.,Laptop,2020,Elitebook 840 G5,172,8.0,Intel UHD Graphics 620,1920 x 1080,14.0,1.9,False,Good,Windows 11 Pro,256 GB,256 GB,SSD
85264981606,Dell,Intel Core i7 8th Gen.,Laptop,nan,Dell Latitude 7390,259.99,16.0,Unknown,1920 x 1080,13.3,1.9,False,Excellent,Windows 11 Pro,512 GB,512 GB,SSD
85264981607,Dell,Intel Core i5 7th Gen.,Laptop,nan,LATITUDE 7212 Rugged Extreme,421.99,16.0,Unknown,1920 x 1080,11.6,Unknown,False,Good,Windows 10 Pro,256 GB,Unknown,SSD
85264981608,Google,Intel Core i5 8th Gen.,Laptop,2019,Google Pixelbook Go,219.99,8.0,Unknown,1920 x 1080,13.3,1.3,Unknown,Unknown,Chrome OS,128 GB,Unknown,SSD
85264981609,Lenovo,Intel Core i7 2nd Gen.,Laptop,nan,Lenovo ThinkPad W520,268,16.0,NVIDIA Quadro 1000M,1496 x 841,15.6,2.4,False,Very Good,Windows 10 Pro,512 GB,Unknown,SSD
85264981610,Dell,Intel Core i7 9th Gen.,Laptop,nan,LATITUDE 5401,399.99,32.0,Unknown,1920 x 1080,14.0,Unknown,False,Excellent,Windows 11 Pro,1 TB,1 TB,SSD
85264981611,Google,Google Tensor G2,Tablet,2023,Google Pixel Tablet GA04754-US,299.99,8.0,Unknown,2560 x 1600,10.95,Unknown,False,New,Android,128 GB,Unknown,UFS
85264981612,Lenovo,Intel Core i7 4th Gen.,Laptop,nan,ThinkPad T460p,187.77,16.0,NVIDIA GT 730M,1600 x 900,14.1,2.9,False,Unknown,Windows 10 Pro,256 GB,Unknown,SSD
85264981614,Asus,Intel Core i3 11th Gen.,Laptop,nan,Asus VivoBook Flip 14,289.49,8.0,Intel UHD Graphics,1920 x 1080,14.0,3.0,Unknown,Unknown,Windows 11 Home,256 GB,256 GB,SSD
85264981615,Panasonic,Core i5-7300U,Laptop,2017,Let's note CF-XZ6RF7VS,178,8.0,Unknown,2160 x 1440,12.0,Unknown,False,Unknown,Windows 10 Pro,256 GB,Unknown,SSD
85264981617,Microsoft,Intel Core i5 6th Gen.,Unknown,nan,Microsoft Surface Pro,129.99,8.0,Unknown,1179 x 663,12.3,2.4,False,Good,Windows 10 Pro,256 GB,256 GB,SSD
85264981618,Dell,Intel Core i5 13th Gen.,Laptop,2023,Dell Inspiron 3530,400,16.0,Unknown,1920 x 1080,15.6,5.0,False,Unknown,Windows 11 Pro,512 GB,512 GB,SSD
85264981619,Fujitsu,Core i5 8th gen i5-8365U,Laptop,nan,Does Not Apply,226.71,Unknown,Unknown,1366 x 768,13.3,Unknown,False,Unknown,Unknown,Unknown,Unknown,Unknown
85264981620,HP,Intel Core i5 12th Gen.,Laptop,nan,HP EliteBook 860 G9,725.18,16.0,Unknown,1534 x 863,16.0,3.3,False,New,Windows 11 Home,256 GB,Unknown,SSD
85264981621,Lenovo,i7-8550U,Laptop,nan,Lenovo ThinkPad T480s,399.99,24.0,Intel UHD Graphics 620,1920 x 1080,14.0,1.8,False,Excellent,Windows 11 Pro,1 TB,1 TB,SSD
85264981622,Lenovo,Intel Core i5 8th Gen.,Laptop,nan,Lenovo ThinkPad X280,139,8.0,Unknown,1198 x 674,12.5,Unknown,False,Good,Unknown,256 GB,Unknown,Unknown
85264981623,HP,AMD Ryzen 7,Laptop,nan,EliteBook 845 G8,449.99,16.0,AMD Radeon,1920 x 1080,14.0,2.6,False,New,Windows 10 Pro,256 GB,Unknown,SSD
85264981624,Dell,Intel Core i7 8th Gen.,Laptop,nan,Dell Latitude 7490,154.99,16.0,Intel UHD Graphics 620,1920 x 1080,14.0,1.9,False,Good,Windows 11 Pro,256 GB,Unknown,SSD
85264981627,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,389.82,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 11 Pro,240 GB,Unknown,Unknown
85264981640,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,391.91,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 11 Pro,480 GB,Unknown,Unknown
85264981643,Lenovo,Intel Core i3 7th generation,Laptop,nan,E570,603.53,Unknown,Unknown,1920 x 1080,15.6,3.0,False,Unknown,Windows 10 Pro,960 GB,Unknown,SSD
85264981655,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,451.42,Unknown,Unknown,1920 x 1080,14.0,2.6,False,Unknown,Windows 10 Pro,960 GB,Unknown,Unknown
85264981578,Acer,AMD Ryzen 5 7000 Series,Laptop,nan,A315-24PT-R90Z,389.99,8.0,AMD Radeon,1496 x 841,15.6,2.8,False,New,Windows 11 Home,512 GB,Unknown,SSD
85264981579,Acer,Intel Celeron N,Laptop,nan,Acer C731,53.99,4.0,Unknown,1112 x 626,11.6,1.6,False,Good,Linux,16 GB,16 GB,SSD
85264981580,Dell,Intel Core i7 8th Gen.,Laptop,nan,Dell Latitude 7490,369.99,32.0,Unknown,1920 x 1080,14.0,1.9,False,Excellent,Windows 11 Pro,1 TB,1 TB,SSD
85264981581,Lenovo,Intel Core i5-8250U,Laptop,2018,Lenovo T480,150,16.0,Unknown,1920 x 1080,14.0,1.6,False,Good,Windows 11 Pro,256 GB,Unknown,SSD
85264981583,Dell,Intel Core i5 9th Gen.,Unknown,nan,Dell XPS 15 7590,269.99,16.0,Unknown,1496 x 841,15.6,2.4,False,Good,Unknown,256 GB,Unknown,Unknown
85264981585,Lenovo,Intel Core i3 11th Gen.,Laptop,2021,Lenovo IdeaPad Flex 5 14ITL05,269.99,4.0,Intel UHD Graphics,1920 x 1080,14.0,Unknown,Unknown,Unknown,Windows 11 Home,128 GB,Unknown,SSD
85264981586,Dell,Intel Core 2 Duo,Laptop,nan,Core 2 Duo,135.99,4.0,Unknown,1342 x 755,14.0,Unknown,False,Good,Windows 7 Home,80-100 GB,80-100 GB,Unknown
85264981587,Lenovo,Intel Core i5 8th Gen.,Laptop,nan,Lenovo ThinkPad L480,99.95,8.0,Unknown,1342 x 755,14.0,1.7,False,Good,Unknown,Unknown,Unknown,Unknown
85264981588,Microsoft,Intel Core i5 11th Gen.,Tablet,2019,Microsoft Surface Pro,529.99,16.0,Unknown,1179 x 663,12.3,2.4,False,Good,Windows 10 Pro,256 GB,Unknown,SSD
85264981589,LG,Intel Core i7 13th Gen,Laptop,nan,LG gram,654.97,Unknown,Unknown,1630 x 917,17.0,2.2,False,Excellent,Windows 11 Home,512 GB,512 GB,SSD
85264981590,Lenovo,Intel Core i5 8th Gen.,Unknown,nan,Lenovo ThinkPad X390,198,16.0,Intel UHD Graphics 620,1920 x 1080,14.0,Unknown,False,Good,Unknown,256 GB,256 GB,SSD
85264981591,Dell,Intel Core i5 6th Gen.,Laptop,nan,Dell 5470,105.01,8.0,Unknown,1920 x 1080,14.0,2.6,False,Good,Windows 10 Pro,256 GB,256 GB,SSD
85264981592,HP,i5,Laptop,nan,HP Revolve 810 G2,88,4.0,Unknown,1150 x 647,12.0,Unknown,False,Unknown,Windows 10 Pro,128 GB,128 GB,SSD
85264981593,Lenovo,Intel Core i5-8265U,Unknown,nan,Lenovo E590,120,Unknown,Unknown,1496 x 841,15.6,1.6,False,Good,Unknown,256 GB,256 GB,SSD
85264981594,Lenovo,Intel Core i5-5300U,Laptop,nan,Lenovo ThinkPad T450,59.99,Unknown,Unknown,1342 x 755,14.0,2.3,False,Not Working,Unknown,Unknown,Unknown,HDD
85264981596,Microsoft,Intel Core i7 11th Gen.,Laptop,2021,Microsoft Surface Laptop 4,699,16.0,Intel Iris Xe,2256 x 1504,15.0,Unknown,False,New,Windows 11 Pro,256 GB,Unknown,SSD
85264981597,HP,Intel Pentium,Laptop,2022,17b,444.18,12.0,Intel UHD Graphics,1600 x 900,17.3,Unknown,False,New,Windows 11 Home,256 GB,256 GB,SSD
85264981598,Dell,Intel Core i7 6th Gen.,Laptop,nan,Dell Precision 7510,235,16.0,NVIDIA Quadro M1000M,1920 x 1080,15.6,2.7,False,Good,Windows 10 Pro,512 GB,Unknown,SSD
85264981599,Lenovo,Intel Core i3 3rd Gen.,Unknown,nan,Lenovo Thinkpad Edge,29.99,4.0,Unknown,1366 x 768,15.0,2.5,False,Good,Windows 10 Pro,300 GB,300 GB,HDD
85264981600,Panasonic,Intel Core i5 7th Gen.,Rugged Laptop,nan,Panasonic CF-33,685,16.0,Unknown,1150 x 647,12.0,2.6,False,Very Good,Unknown,1 TB,Unknown,SSD
85264981602,Getac,Intel Atom Quad-Core,Unknown,nan,x7-Z8700,299.99,8.0,Unknown,1280 x 800,8.1,Unknown,False,Unknown,Windows 10 Home,128 GB,128 GB,SSD
85264981603,Lenovo,Intel Xeon,Laptop,nan,Lenovo Thinkpad P50,449.96,16.0,NVIDIA Quadro M2000M,3840 x 2160,15.6,2.8,False,Very Good,Windows 10 Home,512 GB,Unknown,SSD
85264981604,Microsoft,Intel Core i5 10th Gen.,Laptop,2019,Microsoft Surface Laptop 3,259.84,8.0,Unknown,2256 x 1504,13.5,1.5,False,Good,Windows 10 Pro,256 GB,256 GB,SSD
85264981605,HP,Intel Core i7 8th Gen.,Laptop,2020,Elitebook 840 G5,172,8.0,Intel UHD Graphics 620,1920 x 1080,14.0,1.9,False,Good,Windows 11 Pro,256 GB,256 GB,SSD
85264981606,Dell,Intel Core i7 8th Gen.,Laptop,nan,Dell Latitude 7390,259.99,16.0,Unknown,1920 x 1080,13.3,1.9,False,Excellent,Windows 11 Pro,512 GB,512 GB,SSD
85264981697,Dell,Intel Core i7 6th Gen.,Laptop,nan,Latitude E7470,279,16.0,Unknown,2560 x 1440,14.0,2.6,False,Unknown,Windows 10 Home,1 TB,1 TB,SSD
85264981702,Dell,Intel Core i5 5th generation,Laptop,nan,E7450,350.22,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 10 Pro,240 GB,Unknown,Unknown
85264981711,Dell,Intel Core i5 5th generation,Laptop,nan,E7450,429.37,Unknown,Unknown,1920 x 1080,14.0,2.7,False,Unknown,Windows 10 Pro,480 GB,Unknown,Unknown
85264981720,Dell,Intel Core i5 3rd generation,Laptop,nan,E5430,485.68,Unknown,Unknown,1920 x 1080,14.0,3.1,False,Unknown,Windows 11 Pro,2 TB,Unknown,Unknown
85264981722,Dell,Intel Core i5 4th generation,Laptop,nan,E5440,302.74,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 10 Pro,240 GB,Unknown,Unknown
85264981734,Dell,Intel Core i5 6th generation,Laptop,nan,E7270,414.64,Unknown,Unknown,1920 x 1080,12.5,Unknown,False,Unknown,Windows 10 Pro,120 GB,Unknown,SSD
85264981736,Fujitsu,Intel Core i5 6th generation,Laptop,nan,E736,471.65,Unknown,Unknown,1920 x 1080,13.3,Unknown,False,Unknown,Windows 10 Pro,480 GB,Unknown,Unknown
85264981741,Dell,Intel Core i5 5th generation,Laptop,nan,E7450,477.83,Unknown,Unknown,1920 x 1080,14.0,2.7,False,Unknown,Windows 10 Pro,960 GB,Unknown,Unknown
85264981759,Dell,Intel Core i5 4th generation,Laptop,nan,11 Pro 7130,356.13,Unknown,Unknown,1920 x 1080,10.8,1.99,False,Unknown,Windows 11 Pro,480 GB,Unknown,SSD
85264981760,Lenovo,Intel Core i5 7th generation,Laptop,nan,T470s,319.57,Unknown,Unknown,1920 x 1080,14.0,3.1,False,Unknown,Windows 10 Pro,240 GB,Unknown,Unknown
85264981771,Lenovo,Intel Core i5 6th generation,Laptop,nan,T470s,434.33,Unknown,Unknown,1920 x 1080,14.0,2.8,False,Unknown,Windows 11 Pro,960 GB,Unknown,Unknown
85264981772,Lenovo,Intel Core i5 4th generation,Laptop,nan,T440s,434.41,Unknown,Unknown,1920 x 1080,14.0,4.0,False,Unknown,Windows 11 Pro,240 GB,Unknown,SSD
85264981783,Fujitsu,Intel Core i5 6th generation,Laptop,nan,E736,323.23,Unknown,Unknown,1920 x 1080,13.3,Unknown,False,Unknown,Windows 10 Pro,120 GB,Unknown,SSD
85264981785,Panasonic,Intel Core i5 7th Gen.,Laptop,nan,Panasonic Toughbook CF-54,529.99,16.0,Unknown,1342 x 755,14.0,2.6,False,Good,Windows 10 Home,1 TB,1 TB,SSD
85264981786,Dell,Intel Core i5 4th generation,Unknown,nan,E5440,430.41,Unknown,Unknown,1920 x 1080,14.0,Unknown,False,Unknown,Windows 10 Pro,360 GB,Unknown,Unknown
